"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","female_log2FoldChange"
"TU33932","LOC111512430","G19408","protein singed wings 2","refseq","XM_023168552.1","protein singed wings 2","j",-1.10551726692902
"TU38894","LOC111514330","G22499","snurportin-1","refseq","XM_023170563.1","snurportin-1","p",2.03066691944568
"TU6628","LOC111518293","G3670","uncharacterized LOC111518293","refseq","XR_002723942.1","uncharacterized LOC111518293, transcript variant X2","j",17.4266325859012
"TU9519","LOC111502925","G5323","mothers against decapentaplegic homolog 3","refseq","XM_023157111.1","mothers against decapentaplegic homolog 3","j",-1.22273855343979
"TU9516","LOC111502916","G5321","deoxyuridine 5'-triphosphate nucleotidohydrolase-like","refseq","XM_023157095.1","deoxyuridine 5'-triphosphate nucleotidohydrolase-like","j",-0.614548800218263
"TU9514",NA,"G5319","* cuticular protein hypothetical 2","novel","AYA50039","cuticular protein hypothetical 2","u",-4.33726070149181
"TU9513","LOC111502914","G5318","activating signal cointegrator 1 complex subunit 2 homolog","refseq","XM_023157092.1","activating signal cointegrator 1 complex subunit 2 homolog","=",-1.75116572820943
"TU4175","LOC111517268","G2304","ATP-binding cassette sub-family B member 10","refseq","XM_023173355.1","ATP-binding cassette sub-family B member 10, mitochondrial-like","j",-0.413298052350557
"TU4173","LOC111517266","G2302","cytoplasmic tRNA 2-thiolation protein 2","refseq","XM_023173351.1","cytoplasmic tRNA 2-thiolation protein 2","=",0.634576444450652
"TU36416","LOC111513380","G20923","extracellular sulfatase Sulf-1-like","refseq","XM_023169579.1","extracellular sulfatase Sulf-1-like, transcript variant X2","=",-0.814020411740535
"TU27143","LOC111509766","G15310","coiled-coil domain-containing protein 28A","refseq","XM_023165582.1","coiled-coil domain-containing protein 28A, transcript variant X3","j",23.4114302189647
"TU20490","LOC111507218","G11487","serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform","refseq","XM_023162506.1","serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform","j",-21.0947072069056
"TU20492",NA,"G11489","* voltage-dependent calcium channel type A subunit alpha-1","novel","XP_022910764","voltage-dependent calcium channel type A subunit alpha-1","u",1.75026358971544
"TU2631","LOC111509862","G1400","ubiquitin domain-containing protein 1","refseq","XM_023165712.1","ubiquitin domain-containing protein 1","=",-0.286221626561623
"TU2634","LOC111509890","G1403","cytochrome c oxidase assembly protein COX15 homolog","refseq","XM_023165749.1","cytochrome c oxidase assembly protein COX15 homolog, transcript variant X1","=",0.918380492689998
"TU32919","LOC111512063","G18800","uncharacterized LOC111512063","refseq","XM_023168154.1","uncharacterized LOC111512063","e",1.71312701587751
"TU44060","LOC111516495","G26039","sterol O-acyltransferase 1-like","refseq","XM_023172650.1","sterol O-acyltransferase 1-like","=",-2.37458536186063
"TU27647","LOC111509969","G15611","patj homolog","refseq","XM_023165835.1","patj homolog","j",-2.35579399147195
"TU40765","LOC111515117","G23703","rhodopsin","refseq","XM_023171351.1","rhodopsin","x",1.93745401056255
"TU26881",NA,"G15167","* F-box only protein 33 ","novel","XP_023024571","F-box only protein 33 isoform X1","u",-0.930557478766352
"TU40761","LOC111515114","G23699","pikachurin-like","refseq","XM_023171349.1","pikachurin-like","=",0.90643661614358
"TU40763","LOC111515117","G23701","rhodopsin","refseq","XM_023171351.1","rhodopsin","=",3.83332716693713
"TU40762","LOC111515115","G23700","focal adhesion kinase 1-like","refseq","XM_023171350.1","focal adhesion kinase 1-like","=",-1.09098141741233
"TU45237",NA,"G26945","* ---NA---","novel",NA,"---NA---","r",-2.20763325948189
"TU45339",NA,"G27031","* ---NA---","novel",NA,"---NA---","u",-1.86691750998827
"TU30270","LOC111511009","G17161","leucine-rich repeats and immunoglobulin-like domains protein 3","refseq","XM_023167003.1","leucine-rich repeats and immunoglobulin-like domains protein 3","=",-2.41821452891583
"TU8675","LOC111502600","G4842","uncharacterized LOC111502600","refseq","XM_023156711.1","uncharacterized LOC111502600","=",-1.58829553468231
"TU44469",NA,"G26354","* BLOT-like protein","novel","AHH29252","BLOT-like protein","u",-0.599263905865707
"TU8583","LOC111502549","G4782","uncharacterized LOC111502549","refseq","XM_023156652.1","uncharacterized LOC111502549","x",1.62626984783084
"TU21457",NA,"G12051","* ---NA---","novel",NA,"---NA---","u",1.39457810327603
"TU15406","LOC111505278","G8694","uncharacterized LOC111505278","refseq","XR_002722101.1","uncharacterized LOC111505278","=",1.47760085466506
"TU18638","LOC111506478","G10482","porphobilinogen deaminase","refseq","XM_023161547.1","porphobilinogen deaminase, transcript variant X1","=",-0.529257797530074
"TU18636","LOC111506477","G10481","uncharacterized LOC111506477","refseq","XM_023161546.1","uncharacterized LOC111506477","=",1.19602897333162
"TU21982","LOC111507798","G12347","opsin-2-like","refseq","XR_002722442.1","opsin-2-like, transcript variant X1","j",1.49394064137959
"TU10581","LOC111503343","G5918","protein Lilipod","refseq","XM_023157630.1","protein Lilipod","=",1.22201080809498
"TU6419","LOC111518204","G3554","transcription initiation factor TFIID subunit 11","refseq","XM_023174582.1","transcription initiation factor TFIID subunit 11, transcript variant X1","=",0.634710477779593
"TU40201","LOC111514875","G23334","regulator of G-protein signaling 7-like","refseq","XM_023171115.1","regulator of G-protein signaling 7-like","k",1.84414614568922
"TU30132","LOC111510939","G17076","uncharacterized LOC111510939","refseq","XM_023166916.1","uncharacterized LOC111510939","=",0.882930610476961
"TU17110","LOC111505933","G9653","cathepsin B-like","refseq","XM_023160842.1","cathepsin B-like","o",-3.60954065607418
"TU43795","LOC111516387","G25841","major royal jelly protein 2-like","refseq","XM_023172556.1","major royal jelly protein 2-like","=",-2.42269109514323
"TU7118","LOC111501964","G3955","28S ribosomal protein S18b","refseq","XM_023155899.1","28S ribosomal protein S18b, mitochondrial","=",-0.303998502297891
"TU19222","LOC111506689","G10776","probable cytochrome P450 6a13","refseq","XM_023161849.1","probable cytochrome P450 6a13","=",1.0231483152834
"TU4773","LOC111517527","G2651","WD repeat-containing protein 5","refseq","XM_023173708.1","WD repeat-containing protein 5","=",0.422016579662952
"TU4772","LOC111517525","G2650","receptor-mediated endocytosis protein 6 homolog","refseq","XM_023173706.1","receptor-mediated endocytosis protein 6 homolog","=",-0.267375037774156
"TU238","LOC111508769","G123","probable cysteine desulfurase","refseq","XM_023164410.1","probable cysteine desulfurase, mitochondrial","j",-0.335697722275201
"TU16934","LOC111505865","G9558","uncharacterized LOC111505865","refseq","XR_002722190.1","uncharacterized LOC111505865","=",2.53608261023355
"TU16938","LOC111505869","G9562","uncharacterized LOC111505869","refseq","XM_023160757.1","uncharacterized LOC111505869","=",-3.33195779009586
"TU44174","LOC111516552","G26127","cytoplasmic protein NCK1","refseq","XM_023172703.1","cytoplasmic protein NCK1","=",-0.91832961448493
"TU44177",NA,"G26130","* ---NA---","novel",NA,"---NA---","u",3.86063288821387
"TU43122",NA,"G25334","* hypothetical protein JTB14_031804","novel","KAG5891182","hypothetical protein JTB14_031804","u",-3.56243833671382
"TU44883","LOC111516867","G26669","uncharacterized LOC111516867","refseq","XM_023172969.1","uncharacterized LOC111516867","=",0.864240201818379
"TU14309","LOC111504825","G8043","GDP-L-fucose synthase","refseq","XM_023159531.1","GDP-L-fucose synthase","=",-0.369745730921434
"TU17651","LOC111506128","G9926","U7 snRNA-associated Sm-like protein LSm10","refseq","XM_023161119.1","U7 snRNA-associated Sm-like protein LSm10, transcript variant X1","=",0.566448015527265
"TU17654","LOC111506129","G9927","uncharacterized LOC111506129","refseq","XM_023161121.1","uncharacterized LOC111506129, transcript variant X1","=",0.845280954549493
"TU10156","LOC111503185","G5691","uncharacterized LOC111503185","refseq","XR_002721843.1","uncharacterized LOC111503185","i",-2.77690946358215
"TU10154",NA,"G5691","* ---NA---","novel",NA,"---NA---","u",-2.3441843101514
"TU3176","LOC111512714","G1711","uncharacterized LOC111512714","refseq","XM_023168868.1","uncharacterized LOC111512714","k",-2.85522245577456
"TU3177","LOC111512714","G1711","uncharacterized LOC111512714","refseq","XM_023168868.1","uncharacterized LOC111512714","o",-1.76850953947091
"TU2469","LOC111509308","G1330","endoribonuclease Dicer-like","refseq","XM_023165026.1","endoribonuclease Dicer-like","j",-2.19261802161467
"TU39836","LOC111514720","G23095","glutathione synthetase-like","refseq","XM_023170968.1","glutathione synthetase-like","c",-0.427682286705708
"TU33744","LOC111512357","G19297","complexin","refseq","XM_023168461.1","complexin","j",-21.1572017988916
"TU31241",NA,"G17745","* hypothetical protein JTB14_027892","novel","KAG5883095","hypothetical protein JTB14_027892","u",3.67164939559119
"TU37240","LOC111513685","G21437","dentin sialophosphoprotein-like","refseq","XM_023169912.1","dentin sialophosphoprotein-like","=",-1.056845552786
"TU30119","LOC111510934","G17067","uncharacterized LOC111510934","refseq","XM_023166913.1","uncharacterized LOC111510934","=",-6.8665711947104
"TU34571","LOC111512657","G19779","G protein-activated inward rectifier potassium channel 1-like","refseq","XR_002723101.1","G protein-activated inward rectifier potassium channel 1-like, transcript variant X2","=",-2.80832816199163
"TU1087","LOC111503007","G548","multidrug resistance-associated protein 4-like","refseq","XM_023157201.1","multidrug resistance-associated protein 4-like","k",-2.09979526068645
"TU1088","LOC111503013","G549","derriere protein-like","refseq","XM_023157213.1","derriere protein-like","=",1.21003959419991
"TU34576","LOC111512666","G19782","protein phosphatase Slingshot","refseq","XM_023168813.1","protein phosphatase Slingshot, transcript variant X3","j",1.33603952617833
"TU26425","LOC111509512","G14914","odorant receptor 30a-like","refseq","XM_023165278.1","odorant receptor 30a-like","j",18.0945436287873
"TU30112","LOC111510929","G17062","2'","refseq","XM_023166904.1","2',5'-phosphodiesterase 12","=",-0.326873552261455
"TU1558","LOC111505070","G816","protein javelin","refseq","XM_023159818.1","protein javelin","j",-24.5529368800019
"TU20864","LOC111507357","G11721","brefeldin A-inhibited guanine nucleotide-exchange protein 1","refseq","XM_023162654.1","brefeldin A-inhibited guanine nucleotide-exchange protein 1","j",-0.774524825815212
"TU1556","LOC111505070","G816","protein javelin","refseq","XM_023159818.1","protein javelin","c",2.00688406855756
"TU25434","LOC111509116","G14319","carbonic anhydrase","refseq","XM_023164809.1","carbonic anhydrase","j",1.03608788934514
"TU36599","LOC111513437","G21024","mediator of RNA polymerase II transcription subunit 13-like","refseq","XM_023169646.1","mediator of RNA polymerase II transcription subunit 13-like","j",-0.881152082012168
"TU36598","LOC111513437","G21023","mediator of RNA polymerase II transcription subunit 13-like","refseq","XM_023169646.1","mediator of RNA polymerase II transcription subunit 13-like","e",-0.950733667980425
"TU32034","LOC111511690","G18233","phosphatidylinositide phosphatase SAC2","refseq","XM_023167723.1","phosphatidylinositide phosphatase SAC2","j",1.52924193270167
"TU27485","LOC111509905","G15511","organic cation transporter protein-like","refseq","XM_023165761.1","organic cation transporter protein-like","j",-19.8428386597407
"TU25432","LOC111509116","G14317","carbonic anhydrase","refseq","XM_023164809.1","carbonic anhydrase","j",1.08912572875537
"TU36624","LOC111513452","G21042","disks large 1 tumor suppressor protein-like","refseq","XM_023169661.1","disks large 1 tumor suppressor protein-like","=",0.474811209057956
"TU20287","LOC111507145","G11386","G-protein coupled receptor 52","refseq","XM_023162407.1","G-protein coupled receptor 52","j",3.58758961202852
"TU44746","LOC111516799","G26561","uncharacterized LOC111516799","refseq","XM_023172911.1","uncharacterized LOC111516799","=",2.36957261746416
"TU44743","LOC111516798","G26558","neuropeptide-like 1","refseq","XM_023172910.1","neuropeptide-like 1","=",1.14006706118814
"TU31078","LOC111511326","G17647","deoxynucleoside kinase-like","refseq","XM_023167340.1","deoxynucleoside kinase-like, transcript variant X1","=",-0.791577647127519
"TU30304",NA,"G17180","* hypothetical protein B7P43_G09973, partial","novel","PNF19983","hypothetical protein B7P43_G09973, partial","u",0.743008198995983
"TU25504","LOC111509145","G14362","adult-specific cuticular protein ACP-20-like","refseq","XM_023164835.1","adult-specific cuticular protein ACP-20-like","=",-3.78128078273702
"TU12766","LOC111504217","G7163","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like","refseq","XM_023158721.1","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like, transcript variant X1","j",0.828891659470793
"TU12767","LOC111504217","G7163","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like","refseq","XM_023158721.1","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like, transcript variant X1","=",-1.8349516114193
"TU12764","LOC111504221","G7162","ER membrane protein complex subunit 2-A-like","refseq","XM_023158726.1","ER membrane protein complex subunit 2-A-like, transcript variant X1","=",-0.4186518990205
"TU12765","LOC111504217","G7163","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like","refseq","XM_023158721.1","potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1-like, transcript variant X1","j",2.37690148919187
"TU19797","LOC111506950","G11111","uncharacterized LOC111506950","refseq","XM_023162173.1","uncharacterized LOC111506950","j",-2.45717908240095
"TU22573","LOC111508016","G12705","uncharacterized LOC111508016","refseq","XM_023163433.1","uncharacterized LOC111508016","k",25.4740926783138
"TU8420","LOC111502485","G4684","secretion-regulating guanine nucleotide exchange factor","refseq","XM_023156577.1","secretion-regulating guanine nucleotide exchange factor","=",-1.0859815249678
"TU8426","LOC111502500","G4689","sodium-coupled monocarboxylate transporter 2","refseq","XM_023156593.1","sodium-coupled monocarboxylate transporter 2","c",-0.726854421866075
"TU23629","LOC111508450","G13313","pre-mRNA-processing factor 39-like","refseq","XM_023163952.1","pre-mRNA-processing factor 39-like, transcript variant X1","j",-2.18716383499717
"TU23628","LOC111508450","G13313","pre-mRNA-processing factor 39-like","refseq","XM_023163952.1","pre-mRNA-processing factor 39-like, transcript variant X1","m",0.688614826356525
"TU23627","LOC111508450","G13313","pre-mRNA-processing factor 39-like","refseq","XM_023163952.1","pre-mRNA-processing factor 39-like, transcript variant X1","j",-28.0731942211335
"TU23626","LOC111508450","G13313","pre-mRNA-processing factor 39-like","refseq","XM_023163952.1","pre-mRNA-processing factor 39-like, transcript variant X1","=",0.675517817534265
