"qry_transcript_id","ref_gene_id","qry_gene_id","ref_gene_name","gene_annotation","ref_transcript_id","ref_transcript_name","class_code","male_log2FoldChange"
"TU12981","LOC111504325","G7296","glucose dehydrogenase [FAD","refseq","XM_023158849.1","glucose dehydrogenase [FAD, quinone]-like, transcript variant X2","j",-2.75234537065495
"TU28382",NA,"G16027","* hypothetical protein JTB14_024391","novel","KAG5896581","hypothetical protein JTB14_024391","u",-1.47081773974527
"TU43561","LOC111516265","G25656","probable multidrug resistance-associated protein lethal(2)03659","refseq","XM_023172442.1","probable multidrug resistance-associated protein lethal(2)03659","=",17.7955010772242
"TU16126","LOC111505552","G9090","NFX1-type zinc finger-containing protein 1-like","refseq","XM_023160379.1","NFX1-type zinc finger-containing protein 1-like, transcript variant X3","=",-2.14006615433898
"TU43692","LOC111516335","G25752","cell death-inducing p53-target protein 1-like","refseq","XM_023172501.1","cell death-inducing p53-target protein 1-like","=",1.45044449747521
"TU43698","LOC111516337","G25755","Hermansky-Pudlak syndrome 1 protein homolog","refseq","XM_023172503.1","Hermansky-Pudlak syndrome 1 protein homolog, transcript variant X1","j",-0.598729949757225
"TU7018",NA,"G3897","* ubiquitin carboxyl-terminal hydrolase 2 ","novel","XP_023013521","ubiquitin carboxyl-terminal hydrolase 2 isoform X3","r",-1.03855770682752
"TU12338","LOC111504028","G6886","sodium/potassium/calcium exchanger 4-like","refseq","XM_023158502.1","sodium/potassium/calcium exchanger 4-like","=",-1.26863291655536
"TU4435","LOC111517354","G2445","solute carrier family 12 member 9","refseq","XM_023173486.1","solute carrier family 12 member 9","x",-0.800925745457633
"TU42776","LOC111515940","G25080","GMP synthase [glutamine-hydrolyzing]-like","refseq","XM_023172135.1","GMP synthase [glutamine-hydrolyzing]-like","j",2.46716154076216
"TU10461","LOC111503308","G5860","vesicle-associated membrane protein-associated protein B/C","refseq","XM_023157587.1","vesicle-associated membrane protein-associated protein B/C","=",0.471389890179974
"TU18430","LOC111506405","G10347","histone-lysine N-methyltransferase eggless-like","refseq","XM_023161459.1","histone-lysine N-methyltransferase eggless-like, transcript variant X1","=",-6.45387969299977
"TU30680","LOC111511166","G17404","uncharacterized protein KIAA1841","refseq","XM_023167176.1","uncharacterized protein KIAA1841, transcript variant X1","=",2.6326423093051
"TU11015","LOC111503499","G6135","bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like","refseq","XM_023157808.1","bumetanide-sensitive sodium-(potassium)-chloride cotransporter-like","=",0.678132671795152
"TU25367","LOC111509087","G14278","transmembrane emp24 domain-containing protein B","refseq","XM_023164771.1","transmembrane emp24 domain-containing protein B","=",0.766162524365302
"TU6120","LOC111518067","G3379","uncharacterized LOC111518067","refseq","XM_023174409.1","uncharacterized LOC111518067, transcript variant X3","j",0.787797147047655
"TU35575","LOC111513049","G20404","decaprenyl-diphosphate synthase subunit 2-like","refseq","XM_023169210.1","decaprenyl-diphosphate synthase subunit 2-like","=",1.06410096090739
"TU35570","LOC111513050","G20401","ATP-binding cassette sub-family B member 7","refseq","XM_023169211.1","ATP-binding cassette sub-family B member 7, mitochondrial-like","j",-2.2519033442548
"TU35572","LOC111513050","G20401","ATP-binding cassette sub-family B member 7","refseq","XM_023169211.1","ATP-binding cassette sub-family B member 7, mitochondrial-like","j",-2.89064599727732
"TU26277","LOC111509449","G14824","alpha-tocopherol transfer protein-like","refseq","XM_023165208.1","alpha-tocopherol transfer protein-like, transcript variant X1","=",0.737314275938109
"TU26276","LOC111509448","G14823","aminoacyl tRNA synthase complex-interacting multifunctional protein 1","refseq","XM_023165207.1","aminoacyl tRNA synthase complex-interacting multifunctional protein 1","=",-0.361531175181706
"TU25893","LOC111509288","G14598","collagen alpha-2(IV) chain","refseq","XM_023165000.1","collagen alpha-2(IV) chain","j",-1.45482314047202
"TU8979","LOC111502726","G5016","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","refseq","XM_023156878.1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1","=",0.408334527302602
"TU37329","LOC111513719","G21498","ras-related protein RABF2a-like","refseq","XM_023169949.1","ras-related protein RABF2a-like","j",1.02047058052861
"TU9594","LOC111502943","G5362","period circadian protein","refseq","XM_023157133.1","period circadian protein, transcript variant X6","j",-0.864091088494671
"TU23994","LOC111508578","G13513","lipase 3-like","refseq","XM_023164127.1","lipase 3-like","j",2.34457988623402
"TU36492","LOC111513401","G20968","protein abrupt-like","refseq","XM_023169605.1","protein abrupt-like","j",0.75317495505218
"TU31641",NA,"G17988","* ---NA---","novel",NA,"---NA---","u",-1.57403895762615
"TU36142","LOC111513274","G20755","uncharacterized LOC111513274","refseq","XM_023169459.1","uncharacterized LOC111513274, transcript variant X2","j",1.0714427040187
"TU39340","LOC111514498","G22776","UPF0390 protein UM03986","refseq","XM_023170735.1","UPF0390 protein UM03986","k",22.3591305666228
"TU39344","LOC111514541","G22777","protein retinal degeneration B","refseq","XM_023170798.1","protein retinal degeneration B, transcript variant X2","=",1.06424129035589
"TU25464","LOC111509127","G14334","ribonuclease H1-like","refseq","XM_023164821.1","ribonuclease H1-like, transcript variant X2","j",22.3728422447808
"TU12680","LOC111504176","G7102","serine protease 33-like","refseq","XM_023158675.1","serine protease 33-like","j",1.48949176935918
"TU25284","LOC111509059","G14233","tubulin glycylase 3A-like","refseq","XM_023164737.1","tubulin glycylase 3A-like, transcript variant X2","j",19.1692309045144
"TU8501","LOC111502532","G4736","death-associated protein kinase related","refseq","XM_023156632.1","death-associated protein kinase related, transcript variant X1","j",21.6071743135272
"TU8505","LOC111502532","G4736","death-associated protein kinase related","refseq","XM_023156633.1","death-associated protein kinase related, transcript variant X2","j",19.8814328339214
"TU10701","LOC111503378","G5983","uncharacterized LOC111503378","refseq","XM_023157673.1","uncharacterized LOC111503378","j",0.921828658908265
"TU11568","LOC111503713","G6453","chondroadherin","refseq","XM_023158084.1","chondroadherin","=",1.3983680895672
"TU11564",NA,"G6450","* hypothetical protein B7P43_G14177","novel","PNF42699","hypothetical protein B7P43_G14177","r",-0.926967000565786
"TU11561","LOC111503711","G6448","fibrillin-2-like","refseq","XM_023158082.1","fibrillin-2-like","k",-22.2722724359533
"TU17193",NA,"G9699","* ---NA---","novel",NA,"---NA---","u",-1.4456485947216
"TU17196","LOC111505971","G9701","ATP-binding cassette sub-family B member 8","refseq","XM_023160887.1","ATP-binding cassette sub-family B member 8, mitochondrial-like, transcript variant X1","k",-1.58427236199866
"TU17198","LOC111505972","G9702","poly(U)-specific endoribonuclease homolog","refseq","XM_023160890.1","poly(U)-specific endoribonuclease homolog, transcript variant X2","=",-0.907418652196804
"TU6242","LOC111518098","G3444","coiled-coil and C2 domain-containing protein 2A","refseq","XM_023174439.1","coiled-coil and C2 domain-containing protein 2A","n",-1.55918786412681
"TU43717","LOC111516343","G25773","very long-chain specific acyl-CoA dehydrogenase","refseq","XM_023172513.1","very long-chain specific acyl-CoA dehydrogenase, mitochondrial-like","k",-0.753620116847202
"TU33227","LOC111512176","G18986","rap guanine nucleotide exchange factor 2","refseq","XM_023168278.1","rap guanine nucleotide exchange factor 2, transcript variant X5","c",1.37719402757102
"TU412","LOC111517244","G219","nucleosome assembly protein 1-like 1-B","refseq","XM_023173326.1","nucleosome assembly protein 1-like 1-B","k",0.514900741098167
"TU4083","LOC111517211","G2241","endonuclease/exonuclease/phosphatase family domain-containing protein 1-like","refseq","XM_023173287.1","endonuclease/exonuclease/phosphatase family domain-containing protein 1-like, transcript variant X1","k",20.7417930723502
"TU4080","LOC111517207","G2239","60S acidic ribosomal protein P1","refseq","XM_023173282.1","60S acidic ribosomal protein P1","=",0.557861640394659
"TU3619","LOC111515045","G1979","calmodulin-binding transcription activator 2","refseq","XM_023171293.1","calmodulin-binding transcription activator 2, transcript variant X2","=",-22.3456113174121
"TU36305",NA,"G20859","* ---NA---","novel",NA,"---NA---","u",-1.68314102412314
"TU1754","LOC111506052","G926","uncharacterized LOC111506052","refseq","XM_023160985.1","uncharacterized LOC111506052","=",-2.4045552558035
"TU11607","LOC111503739","G6468","zinc finger protein 271-like","refseq","XM_023158128.1","zinc finger protein 271-like","x",-0.926648021877182
"TU41374","LOC111515356","G24116","nucleosome-remodeling factor subunit NURF301","refseq","XM_023171584.1","nucleosome-remodeling factor subunit NURF301","o",0.62369195977077
"TU34218","LOC111512536","G19558","uncharacterized LOC111512536","refseq","XM_023168675.1","uncharacterized LOC111512536","k",14.0542790061075
"TU8343","LOC111502455","G4641","uncharacterized LOC111502455","refseq","XR_002721735.1","uncharacterized LOC111502455","k",-2.18710794921889
"TU25916",NA,"G14615","* unnamed protein product, partial","novel","VEN58832","unnamed protein product, partial","u",2.30735299778582
"TU34641","LOC111512692","G19824","E3 ubiquitin-protein ligase SINAT4-like","refseq","XM_023168838.1","E3 ubiquitin-protein ligase SINAT4-like","=",-1.17536025523457
"TU39569",NA,"G22912","* venom carboxylesterase-6-like","novel","XP_023028090","venom carboxylesterase-6-like","u",2.55713318783363
"TU9121","LOC111502782","G5095","puff-specific protein Bx42","refseq","XM_023156936.1","puff-specific protein Bx42","=",0.465056416928223
"TU9120","LOC111502781","G5094","cohesin subunit SA-1","refseq","XM_023156935.1","cohesin subunit SA-1","j",22.3784917130067
"TU23073","LOC111508225","G12988","uncharacterized LOC111508225","refseq","XM_023163662.1","uncharacterized LOC111508225","c",2.03829529012276
"TU36851",NA,"G21190","* uncharacterized protein LOC111510417, partial","novel","XP_023022098","uncharacterized protein LOC111510417, partial","u",-1.3472098861389
"TU37170","LOC111513663","G21395","uncharacterized LOC111513663","refseq","XM_023169881.1","uncharacterized LOC111513663","c",1.09904353397623
"TU37171","LOC111513663","G21395","uncharacterized LOC111513663","refseq","XM_023169881.1","uncharacterized LOC111513663","j",6.7469951728358
"TU32529",NA,"G18553","* ---NA---","novel",NA,"---NA---","u",-2.21136782487829
"TU27406",NA,"G15470","* hypothetical protein B7P43_G12087","novel","PNF15735","hypothetical protein B7P43_G12087","r",-1.74924033132743
"TU20751","LOC111507324","G11658","retinoblastoma-like protein 1","refseq","XM_023162620.1","retinoblastoma-like protein 1, transcript variant X1","j",1.296300759188
"TU24279","LOC111508679","G13670","trafficking protein particle complex subunit 8","refseq","XM_023164259.1","trafficking protein particle complex subunit 8","j",8.471879298493
"TU24278","LOC111508679","G13670","trafficking protein particle complex subunit 8","refseq","XM_023164259.1","trafficking protein particle complex subunit 8","j",0.663119170144719
"TU13456","LOC111504522","G7580","facilitated trehalose transporter Tret1-2 homolog","refseq","XM_023159088.1","facilitated trehalose transporter Tret1-2 homolog, transcript variant X1","j",3.65527373981712
"TU21008",NA,"G11801","* hypothetical protein FQA39_LY06969","novel","KAF5275032","hypothetical protein FQA39_LY06969","u",-1.28667076266834
"TU12498","LOC111504093","G6988","exocyst complex component 6","refseq","XM_023158584.1","exocyst complex component 6","j",1.33367055272515
"TU22064","LOC111507827","G12396","E3 ubiquitin-protein ligase RNF216-like","refseq","XM_023163187.1","E3 ubiquitin-protein ligase RNF216-like, transcript variant X5","j",5.34050132797416
"TU23336","LOC111508333","G13133","transmembrane protein 47","refseq","XM_023163791.1","transmembrane protein 47, transcript variant X1","=",0.793557716100229
"TU41884","LOC111515580","G24483","26S proteasome regulatory subunit 8-like","refseq","XM_023171796.1","26S proteasome regulatory subunit 8-like","c",-0.441054970687429
"TU10535","LOC111503328","G5896","uncharacterized LOC111503328","refseq","XM_023157614.1","uncharacterized LOC111503328, transcript variant X3","j",-21.380902448775
"TU18049","LOC111506250","G10140","cytochrome P450 9e2-like","refseq","XM_023161262.1","cytochrome P450 9e2-like","=",-0.857733832594768
"TU10397","LOC111503293","G5826","fibroblast growth factor receptor substrate 2","refseq","XM_023157564.1","fibroblast growth factor receptor substrate 2","j",0.908633467515731
"TU35327","LOC111512951","G20238","zinc finger protein 595-like","refseq","XM_023169115.1","zinc finger protein 595-like, transcript variant X1","j",18.5943780242466
"TU34057","LOC111512482","G19472","sodium-dependent neutral amino acid transporter B(0)AT3","refseq","XM_023168614.1","sodium-dependent neutral amino acid transporter B(0)AT3","j",1.78599273518913
"TU5924","LOC111518004","G3278","folylpolyglutamate synthase","refseq","XM_023174309.1","folylpolyglutamate synthase, mitochondrial-like","j",9.15513285788673
"TU16632",NA,"G9371","* Retrovirus-related Pol polyprotein from transposon opus-like Protein","novel","EFA12582","Retrovirus-related Pol polyprotein from transposon opus-like Protein","u",-1.30013917825862
"TU23680","LOC111508463","G13334","uncharacterized LOC111508463","refseq","XM_023163967.1","uncharacterized LOC111508463","j",-1.90977942392247
"TU6786","LOC111501812","G3742","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1-like","refseq","XM_023155728.1","TGF-beta-activated kinase 1 and MAP3K7-binding protein 1-like","k",0.640263426785502
"TU43108","LOC111516093","G25321","adenosine deaminase 2-like","refseq","XM_023172273.1","adenosine deaminase 2-like","=",-1.25498825173192
"TU40043","LOC111514812","G23225","myrosinase 1-like","refseq","XM_023171053.1","myrosinase 1-like","=",-1.43759927992262
"TU601","LOC111518128","G318","probable 28S rRNA (cytosine-C(5))-methyltransferase","refseq","XM_023174483.1","probable 28S rRNA (cytosine-C(5))-methyltransferase","=",-0.558424702703546
"TU20513",NA,"G11502","* cAMP-dependent protein kinase catalytic subunit 3","novel","KAG5896711","cAMP-dependent protein kinase catalytic subunit 3","u",0.900672648847419
"TU1498","LOC111504891","G776","uncharacterized LOC111504891","refseq","XM_023159605.1","uncharacterized LOC111504891, transcript variant X1","=",0.863728449227771
"TU32891","LOC111512054","G18780","ficolin-2-like","refseq","XM_023168147.1","ficolin-2-like","i",4.24833124149735
